,No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM
27477,27478,2016,4,18,21,22.0,79.0,3.0,52.0,400.0,55.0,16.6,1011.0,-6.5,0.0,SSW,2.1
27478,27479,2016,4,18,22,47.0,90.0,4.0,65.0,400.0,31.0,16.3,1011.4,-6.7,0.0,SW,2.7
27479,27480,2016,4,18,23,39.0,84.0,4.0,67.0,400.0,27.0,16.0,1011.6,-7.0,0.0,SW,2.8
27480,27481,2016,4,19,0,33.0,75.0,4.0,59.0,400.0,32.0,15.1,1012.0,-7.1,0.0,SW,2.9
27481,27482,2016,4,19,1,39.0,83.0,5.0,68.0,400.0,20.0,14.6,1012.3,-5.8,0.0,S,2.1
27482,27483,2016,4,19,2,43.0,89.0,9.0,61.0,500.0,25.0,14.5,1012.3,-4.8,0.0,SSW,3.9
27483,27484,2016,4,19,3,47.0,79.0,24.0,47.0,400.0,40.0,13.1,1012.6,-4.1,0.0,SSE,2.1
27484,27485,2016,4,19,4,45.0,72.0,15.0,48.0,500.0,34.0,10.7,1012.9,-2.0,0.0,SE,2.1
27485,27486,2016,4,19,5,44.0,76.0,11.0,70.0,600.0,5.0,9.2,1012.9,2.1,0.0,ESE,2.5
27486,27487,2016,4,19,6,65.0,128.0,8.0,71.0,1600.0,2.0,8.9,1013.4,2.7,0.0,ESE,1.9
27487,27488,2016,4,19,7,73.0,113.0,12.0,69.0,2400.0,2.0,10.2,1013.9,2.8,0.0,ESE,1.4
27488,27489,2016,4,19,8,77.0,116.0,17.0,70.0,2500.0,2.0,10.7,1014.7,3.0,0.0,ESE,2.0
27489,27490,2016,4,19,9,79.0,119.0,22.0,71.0,2400.0,2.0,11.8,1014.7,3.3,0.0,ESE,1.4
27490,27491,2016,4,19,10,84.0,120.0,31.0,70.0,2200.0,6.0,13.1,1014.4,3.5,0.0,ESE,2.2
27491,27492,2016,4,19,11,88.0,129.0,35.0,72.0,2100.0,10.0,13.6,1014.4,1.9,0.0,SE,2.2
27492,27493,2016,4,19,12,91.0,126.0,32.0,73.0,2000.0,11.0,13.3,1013.2,3.4,0.0,SSE,2.1
27493,27494,2016,4,19,13,103.0,145.0,38.0,71.0,2200.0,19.0,13.9,1012.6,4.5,0.0,ESE,1.9
27494,27495,2016,4,19,14,108.0,130.0,42.0,65.0,2100.0,37.0,14.8,1011.9,4.5,0.0,E,2.0
27495,27496,2016,4,19,15,95.0,108.0,35.0,57.0,1900.0,55.0,14.7,1010.9,4.9,0.0,E,2.6
27496,27497,2016,4,19,16,94.0,127.0,28.0,61.0,1900.0,51.0,14.8,1010.3,5.3,0.0,ESE,2.0
27497,27498,2016,4,19,17,99.0,121.0,24.0,66.0,1900.0,43.0,14.5,1009.8,5.6,0.0,E,1.7
27498,27499,2016,4,19,18,98.0,124.0,24.0,73.0,2000.0,30.0,14.3,1009.8,5.1,0.0,E,2.0
27499,27500,2016,4,19,19,90.0,113.0,23.0,65.0,1500.0,35.0,14.2,1010.3,5.3,0.0,ENE,2.2
27500,27501,2016,4,19,20,72.0,99.0,20.0,53.0,900.0,46.0,14.1,1011.4,4.9,0.0,NE,1.5
27501,27502,2016,4,19,21,75.0,94.0,22.0,55.0,1000.0,40.0,13.8,1012.4,3.3,0.0,NE,1.9
27502,27503,2016,4,19,22,74.0,81.0,24.0,48.0,1200.0,42.0,13.6,1012.1,3.4,0.0,ENE,1.5
27503,27504,2016,4,19,23,73.0,74.0,21.0,44.0,1100.0,43.0,13.3,1011.5,3.6,0.0,SW,0.8
27504,27505,2016,4,20,0,67.0,70.0,16.0,43.0,1100.0,37.0,13.0,1012.1,4.4,0.0,N,2.2
27505,27506,2016,4,20,1,,,,,,,12.6,1011.6,4.0,0.0,NNE,1.2
27506,27507,2016,4,20,2,73.0,82.0,12.0,43.0,1100.0,32.0,11.7,1011.1,4.2,0.0,NE,1.4
27507,27508,2016,4,20,3,87.0,95.0,15.0,52.0,1200.0,21.0,11.1,1011.1,4.5,0.0,NNE,1.2
27508,27509,2016,4,20,4,97.0,99.0,14.0,66.0,1200.0,2.0,11.2,1010.9,4.4,0.0,NNE,1.1
27509,27510,2016,4,20,5,69.0,69.0,9.0,38.0,800.0,27.0,11.0,1010.8,4.0,0.0,NNE,1.6
27510,27511,2016,4,20,6,55.0,55.0,9.0,33.0,700.0,40.0,10.5,1010.8,3.7,0.0,NNE,1.4
27511,27512,2016,4,20,7,56.0,56.0,9.0,36.0,700.0,37.0,10.9,1011.1,3.9,0.0,NNE,1.2
27512,27513,2016,4,20,8,55.0,55.0,11.0,37.0,800.0,40.0,12.4,1011.3,4.1,0.0,NE,1.1
27513,27514,2016,4,20,9,65.0,68.0,13.0,37.0,800.0,45.0,14.8,1011.2,4.2,0.0,N,2.1
27514,27515,2016,4,20,10,90.0,95.0,15.0,43.0,1000.0,50.0,17.3,1010.8,4.6,0.0,NNE,2.3
27515,27516,2016,4,20,11,97.0,101.0,14.0,45.0,1100.0,69.0,19.8,1010.2,4.7,0.0,N,2.0
27516,27517,2016,4,20,12,96.0,96.0,14.0,40.0,1000.0,88.0,22.2,1009.1,4.3,0.0,NNE,1.5
27517,27518,2016,4,20,13,92.0,92.0,9.0,30.0,800.0,108.0,24.2,1007.9,1.7,0.0,N,1.3
27518,27519,2016,4,20,14,45.0,45.0,4.0,19.0,500.0,115.0,25.6,1006.5,-2.1,0.0,S,2.1
27519,27520,2016,4,20,15,30.0,30.0,3.0,17.0,400.0,123.0,26.2,1005.0,-0.8,0.0,E,1.6
27520,27521,2016,4,20,16,35.0,46.0,3.0,18.0,400.0,132.0,26.4,1004.0,-2.3,0.0,SSW,2.3
27521,27522,2016,4,20,17,42.0,44.0,3.0,22.0,400.0,132.0,26.2,1003.6,-1.6,0.0,WSW,2.3
27522,27523,2016,4,20,18,55.0,137.0,4.0,32.0,500.0,131.0,24.9,1003.6,-1.1,0.0,SSW,3.8
27523,27524,2016,4,20,19,76.0,132.0,6.0,40.0,700.0,125.0,22.7,1003.9,2.2,0.0,SW,3.6
27524,27525,2016,4,20,20,75.0,132.0,6.0,49.0,700.0,101.0,22.1,1004.1,1.7,0.0,SW,3.9
27525,27526,2016,4,20,21,74.0,99.0,8.0,49.0,700.0,98.0,21.0,1004.3,2.3,0.0,SW,2.7
27526,27527,2016,4,20,22,77.0,124.0,11.0,57.0,700.0,76.0,20.5,1004.1,4.1,0.0,WSW,3.1
27527,27528,2016,4,20,23,93.0,152.0,13.0,66.0,800.0,60.0,20.4,1003.6,3.1,0.0,SW,3.0
27528,27529,2016,4,21,0,98.0,135.0,10.0,74.0,800.0,36.0,18.5,1003.2,3.5,0.0,SW,1.1
27529,27530,2016,4,21,1,104.0,146.0,7.0,94.0,900.0,7.0,14.8,1002.8,4.8,0.0,WSW,0.9
27530,27531,2016,4,21,2,104.0,133.0,6.0,101.0,900.0,2.0,13.1,1002.3,5.3,0.0,ESE,0.5
27531,27532,2016,4,21,3,99.0,128.0,4.0,92.0,1100.0,2.0,12.4,1001.8,5.5,0.0,NE,1.5
27532,27533,2016,4,21,4,106.0,119.0,3.0,84.0,1200.0,2.0,10.6,1001.3,6.0,0.0,NE,0.9
27533,27534,2016,4,21,5,91.0,114.0,3.0,81.0,1400.0,2.0,9.7,1001.0,5.7,0.0,NE,1.3
27534,27535,2016,4,21,6,88.0,125.0,4.0,87.0,1300.0,2.0,9.9,1000.6,7.1,0.0,NE,1.4
27535,27536,2016,4,21,7,95.0,168.0,7.0,97.0,1300.0,2.0,11.7,1000.5,8.4,0.0,ENE,1.4
27536,27537,2016,4,21,8,123.0,195.0,11.0,104.0,1300.0,2.0,14.3,999.9,8.9,0.0,E,1.1
27537,27538,2016,4,21,9,160.0,212.0,17.0,106.0,1600.0,16.0,16.7,999.4,8.4,0.0,ENE,0.9
27538,27539,2016,4,21,10,192.0,210.0,19.0,101.0,1800.0,44.0,19.3,998.8,8.6,0.0,SSE,1.2
27539,27540,2016,4,21,11,170.0,170.0,15.0,97.0,1500.0,76.0,22.3,998.0,7.3,0.0,S,2.0
27540,27541,2016,4,21,12,157.0,169.0,11.0,114.0,1200.0,73.0,25.4,997.0,6.6,0.0,SSW,1.8
27541,27542,2016,4,21,13,,,,,,,28.2,996.3,3.8,0.0,WSW,1.7
27542,27543,2016,4,21,14,84.0,100.0,7.0,32.0,500.0,144.0,29.8,995.7,3.7,0.0,SSE,1.6
27543,27544,2016,4,21,15,76.0,76.0,6.0,21.0,400.0,166.0,30.2,994.8,-0.3,0.0,NW,1.9
27544,27545,2016,4,21,16,49.0,82.0,5.0,21.0,400.0,170.0,30.2,994.9,-3.5,0.0,NW,4.0
27545,27546,2016,4,21,17,66.0,272.0,2.0,16.0,300.0,129.0,28.9,995.4,-3.4,0.0,NW,5.2
27546,27547,2016,4,21,18,69.0,308.0,2.0,16.0,300.0,137.0,27.5,996.2,-4.5,0.0,WNW,5.5
27547,27548,2016,4,21,19,64.0,251.0,2.0,17.0,300.0,123.0,25.8,997.3,-5.8,0.0,NNW,4.2
27548,27549,2016,4,21,20,55.0,149.0,2.0,17.0,300.0,106.0,23.7,999.4,-9.8,0.0,NW,2.1
27549,27550,2016,4,21,21,27.0,107.0,2.0,18.0,200.0,96.0,22.2,1001.0,-12.2,0.0,NNE,2.0
27550,27551,2016,4,21,22,32.0,136.0,2.0,22.0,200.0,86.0,21.0,1001.6,-13.1,0.0,NNE,1.9
27551,27552,2016,4,21,23,42.0,180.0,2.0,19.0,200.0,87.0,20.2,1002.4,-13.8,0.0,SW,1.6
27552,27553,2016,4,22,0,45.0,142.0,2.0,21.0,200.0,83.0,18.3,1003.7,-12.7,0.0,E,2.3
27553,27554,2016,4,22,1,41.0,172.0,2.0,20.0,200.0,73.0,17.9,1003.6,-14.2,0.0,N,1.3
27554,27555,2016,4,22,2,4.0,114.0,2.0,14.0,200.0,84.0,17.3,1003.4,-12.4,0.0,NNE,1.8
27555,27556,2016,4,22,3,32.0,123.0,2.0,10.0,200.0,92.0,15.9,1003.5,-11.6,0.0,ESE,1.2
27556,27557,2016,4,22,4,76.0,114.0,2.0,12.0,200.0,80.0,13.3,1003.4,-9.9,0.0,N,1.0
27557,27558,2016,4,22,5,40.0,86.0,2.0,11.0,200.0,89.0,17.5,1003.4,-12.3,0.0,WNW,4.1
27558,27559,2016,4,22,6,34.0,102.0,2.0,12.0,200.0,92.0,17.2,1003.9,-13.6,0.0,NW,3.7
27559,27560,2016,4,22,7,27.0,81.0,2.0,18.0,300.0,86.0,18.1,1004.8,-9.9,0.0,NW,1.5
27560,27561,2016,4,22,8,23.0,98.0,2.0,17.0,300.0,91.0,19.1,1005.5,-12.1,0.0,NW,3.4
27561,27562,2016,4,22,9,35.0,120.0,2.0,12.0,200.0,100.0,19.4,1006.1,-13.1,0.0,NW,3.8
27562,27563,2016,4,22,10,32.0,131.0,2.0,11.0,200.0,107.0,20.1,1006.1,-13.8,0.0,WNW,3.5
27563,27564,2016,4,22,11,45.0,119.0,2.0,13.0,300.0,103.0,21.2,1006.1,-11.7,0.0,NNW,3.0
27564,27565,2016,4,22,12,24.0,99.0,2.0,11.0,200.0,112.0,21.9,1005.8,-12.5,0.0,NNW,2.4
27565,27566,2016,4,22,13,28.0,98.0,2.0,10.0,200.0,115.0,23.3,1005.2,-11.4,0.0,WNW,3.6
27566,27567,2016,4,22,14,31.0,84.0,2.0,9.0,200.0,116.0,23.8,1004.9,-11.0,0.0,NW,6.1
27567,27568,2016,4,22,15,24.0,69.0,2.0,10.0,200.0,116.0,24.4,1004.0,-10.6,0.0,NW,6.3
27568,27569,2016,4,22,16,31.0,60.0,2.0,11.0,200.0,116.0,24.7,1003.2,-10.3,0.0,NNW,5.5
27569,27570,2016,4,22,17,40.0,58.0,2.0,12.0,200.0,114.0,24.3,1003.5,-10.6,0.0,NW,5.2
27570,27571,2016,4,22,18,24.0,53.0,2.0,13.0,200.0,110.0,23.8,1003.5,-12.5,0.0,NW,4.4
27571,27572,2016,4,22,19,33.0,66.0,2.0,19.0,300.0,96.0,22.4,1004.4,-10.8,0.0,WSW,1.8
27572,27573,2016,4,22,20,3.0,76.0,2.0,25.0,300.0,80.0,20.9,1005.4,-11.9,0.0,NNW,1.4
27573,27574,2016,4,22,21,12.0,78.0,2.0,32.0,400.0,58.0,18.0,1006.6,-9.1,0.0,NE,1.4
27574,27575,2016,4,22,22,14.0,44.0,2.0,40.0,400.0,51.0,17.2,1007.3,-9.7,0.0,NE,1.1
27575,27576,2016,4,22,23,3.0,50.0,2.0,48.0,500.0,36.0,14.8,1007.5,-8.0,0.0,E,1.5
27576,27577,2016,4,23,0,15.0,41.0,2.0,42.0,400.0,41.0,16.3,1008.5,-11.3,0.0,NE,1.8
27577,27578,2016,4,23,1,32.0,46.0,2.0,40.0,400.0,40.0,13.1,1009.4,-7.6,0.0,ENE,0.8
27578,27579,2016,4,23,2,3.0,38.0,2.0,37.0,300.0,45.0,11.4,1009.7,-7.5,0.0,NE,1.0
27579,27580,2016,4,23,3,19.0,34.0,2.0,31.0,300.0,55.0,13.2,1009.7,-12.1,0.0,NE,1.7
27580,27581,2016,4,23,4,30.0,53.0,2.0,30.0,200.0,55.0,12.3,1010.0,-12.9,0.0,NNE,1.4
27581,27582,2016,4,23,5,26.0,45.0,2.0,27.0,200.0,56.0,10.2,1010.6,-8.0,0.0,NNE,1.1
27582,27583,2016,4,23,6,16.0,52.0,2.0,32.0,200.0,46.0,9.3,1011.1,-6.6,0.0,NE,0.9
27583,27584,2016,4,23,7,8.0,63.0,2.0,38.0,300.0,36.0,12.8,1011.8,-9.6,0.0,NE,1.5
27584,27585,2016,4,23,8,34.0,35.0,2.0,30.0,300.0,51.0,15.2,1012.3,-9.7,0.0,NE,1.6
27585,27586,2016,4,23,9,17.0,32.0,2.0,21.0,300.0,66.0,17.2,1012.3,-10.6,0.0,ENE,2.0
27586,27587,2016,4,23,10,15.0,34.0,2.0,22.0,300.0,69.0,18.1,1012.0,-10.8,0.0,ENE,2.7
27587,27588,2016,4,23,11,11.0,34.0,2.0,17.0,200.0,81.0,18.3,1011.7,-11.6,0.0,NE,2.3
27588,27589,2016,4,23,12,24.0,29.0,2.0,14.0,200.0,88.0,19.0,1011.0,-11.1,0.0,E,1.7
27589,27590,2016,4,23,13,8.0,24.0,2.0,14.0,200.0,94.0,20.0,1010.3,-11.4,0.0,S,1.9
27590,27591,2016,4,23,14,24.0,43.0,2.0,15.0,400.0,98.0,21.4,1009.6,-10.3,0.0,SSE,2.1
27591,27592,2016,4,23,15,58.0,58.0,2.0,18.0,300.0,99.0,21.2,1009.0,-11.7,0.0,SW,3.5
27592,27593,2016,4,23,16,8.0,63.0,2.0,16.0,300.0,115.0,21.2,1008.5,-7.4,0.0,SSW,3.4
27593,27594,2016,4,23,17,37.0,72.0,3.0,19.0,300.0,109.0,20.4,1008.5,-9.0,0.0,SSW,3.1
27594,27595,2016,4,23,18,33.0,76.0,3.0,20.0,300.0,97.0,19.9,1008.3,-9.4,0.0,SW,2.5
27595,27596,2016,4,23,19,40.0,80.0,5.0,26.0,400.0,87.0,19.2,1008.6,-9.0,0.0,SW,2.7
27596,27597,2016,4,23,20,34.0,107.0,4.0,43.0,500.0,55.0,18.4,1009.1,-8.7,0.0,SW,2.4
27597,27598,2016,4,23,21,44.0,124.0,5.0,74.0,600.0,15.0,17.8,1010.0,-6.9,0.0,SSW,2.9
27598,27599,2016,4,23,22,52.0,115.0,10.0,62.0,800.0,19.0,16.6,1010.4,-6.5,0.0,SSW,2.4
27599,27600,2016,4,23,23,35.0,101.0,11.0,50.0,600.0,25.0,15.2,1010.4,-6.4,0.0,SSE,1.9
27600,27601,2016,4,24,0,42.0,91.0,12.0,53.0,500.0,16.0,12.9,1010.4,-5.2,0.0,ESE,1.1
27601,27602,2016,4,24,1,37.0,103.0,13.0,61.0,600.0,3.0,11.3,1010.3,-4.0,0.0,ESE,1.4
27602,27603,2016,4,24,2,51.0,119.0,13.0,62.0,800.0,2.0,10.8,1010.0,-3.7,0.0,ESE,1.0
27603,27604,2016,4,24,3,57.0,102.0,18.0,63.0,1000.0,2.0,8.5,1009.9,-1.9,0.0,ENE,1.2
27604,27605,2016,4,24,4,60.0,106.0,15.0,62.0,1100.0,2.0,7.1,1009.6,-0.6,0.0,ENE,1.2
27605,27606,2016,4,24,5,59.0,79.0,11.0,65.0,1000.0,2.0,7.6,1009.4,-0.9,0.0,E,0.9
27606,27607,2016,4,24,6,47.0,95.0,12.0,65.0,1000.0,2.0,6.8,1009.3,-0.2,0.0,E,0.7
27607,27608,2016,4,24,7,51.0,95.0,15.0,63.0,800.0,2.0,11.4,1009.5,0.5,0.0,ENE,0.7
27608,27609,2016,4,24,8,50.0,109.0,23.0,63.0,900.0,7.0,12.9,1009.2,0.6,0.0,SE,1.2
27609,27610,2016,4,24,9,74.0,112.0,30.0,64.0,1200.0,16.0,15.3,1008.8,1.0,0.0,SW,1.1
27610,27611,2016,4,24,10,89.0,136.0,36.0,66.0,1100.0,25.0,17.1,1008.3,1.1,0.0,SE,1.5
27611,27612,2016,4,24,11,89.0,139.0,31.0,62.0,900.0,42.0,18.9,1007.7,0.5,0.0,SSE,2.1
27612,27613,2016,4,24,12,79.0,139.0,25.0,45.0,700.0,77.0,21.0,1006.6,-0.9,0.0,SSW,2.2
27613,27614,2016,4,24,13,87.0,182.0,28.0,31.0,700.0,112.0,22.3,1005.3,0.7,0.0,SSW,3.5
27614,27615,2016,4,24,14,121.0,210.0,35.0,34.0,800.0,127.0,23.0,1004.3,1.9,0.0,SW,4.2
27615,27616,2016,4,24,15,130.0,241.0,38.0,35.0,900.0,149.0,23.7,1003.4,4.1,0.0,WSW,4.5
27616,27617,2016,4,24,16,158.0,276.0,50.0,33.0,1000.0,181.0,23.9,1002.8,6.6,0.0,SW,4.0
27617,27618,2016,4,24,17,143.0,259.0,43.0,32.0,1100.0,187.0,24.2,1002.4,8.6,0.0,SW,4.5
27618,27619,2016,4,24,18,135.0,260.0,45.0,34.0,1400.0,181.0,24.1,1003.3,10.4,0.0,WSW,2.9
27619,27620,2016,4,24,19,134.0,233.0,33.0,35.0,1300.0,168.0,23.9,1002.4,10.9,0.0,SSW,3.8
27620,27621,2016,4,24,20,116.0,196.0,21.0,46.0,1200.0,134.0,23.5,1003.2,11.5,0.0,SSW,2.9
27621,27622,2016,4,24,21,97.0,189.0,16.0,61.0,1100.0,89.0,22.8,1003.9,11.8,0.0,SSW,2.0
27622,27623,2016,4,24,22,72.0,163.0,14.0,44.0,900.0,87.0,22.1,1004.2,11.5,0.0,SSW,2.4
27623,27624,2016,4,24,23,55.0,164.0,15.0,40.0,700.0,77.0,21.3,1004.1,10.1,0.0,SSW,2.6
27624,27625,2016,4,25,0,54.0,181.0,17.0,37.0,600.0,73.0,20.9,1004.2,9.8,0.0,SSW,3.5
27625,27626,2016,4,25,1,45.0,151.0,14.0,31.0,600.0,75.0,20.1,1004.6,9.9,0.0,SW,2.0
27626,27627,2016,4,25,2,50.0,132.0,11.0,31.0,600.0,73.0,19.4,1005.0,10.1,0.0,SW,1.8
27627,27628,2016,4,25,3,58.0,121.0,9.0,37.0,600.0,62.0,18.8,1005.3,10.6,0.0,SSW,1.8
27628,27629,2016,4,25,4,63.0,115.0,9.0,39.0,600.0,56.0,18.0,1005.5,10.6,0.0,S,1.2
27629,27630,2016,4,25,5,67.0,112.0,8.0,40.0,700.0,45.0,16.9,1006.2,10.7,0.0,SSE,1.2
27630,27631,2016,4,25,6,72.0,108.0,6.0,43.0,800.0,33.0,16.4,1006.7,10.7,0.0,SE,1.5
27631,27632,2016,4,25,7,82.0,101.0,10.0,47.0,800.0,35.0,17.1,1007.5,10.7,0.0,SE,1.4
27632,27633,2016,4,25,8,82.0,122.0,16.0,54.0,900.0,29.0,18.4,1008.1,10.7,0.0,SSE,1.3
27633,27634,2016,4,25,9,97.0,154.0,25.0,37.0,900.0,54.0,19.9,1008.4,11.9,0.0,NNE,1.0
27634,27635,2016,4,25,10,105.0,158.0,28.0,37.0,900.0,68.0,21.1,1008.6,11.7,0.0,ENE,2.2
27635,27636,2016,4,25,11,119.0,174.0,33.0,37.0,1100.0,88.0,23.0,1008.8,12.0,0.0,SW,1.5
27636,27637,2016,4,25,12,133.0,190.0,44.0,31.0,1400.0,130.0,24.3,1008.4,11.6,0.0,WSW,2.6
27637,27638,2016,4,25,13,151.0,154.0,36.0,27.0,1300.0,159.0,26.0,1007.9,10.6,0.0,SSW,3.5
27638,27639,2016,4,25,14,113.0,113.0,17.0,16.0,700.0,179.0,26.7,1007.6,8.6,0.0,S,4.3
27639,27640,2016,4,25,15,75.0,92.0,9.0,13.0,600.0,184.0,27.4,1006.9,8.3,0.0,SSW,4.1
27640,27641,2016,4,25,16,125.0,125.0,4.0,14.0,400.0,176.0,27.9,1006.7,6.0,0.0,SSW,4.9
27641,27642,2016,4,25,17,92.0,127.0,4.0,13.0,400.0,170.0,27.1,1006.9,5.4,0.0,SW,4.1
27642,27643,2016,4,25,18,83.0,114.0,4.0,19.0,400.0,170.0,26.1,1007.2,5.6,0.0,SW,4.1
27643,27644,2016,4,25,19,71.0,133.0,6.0,27.0,500.0,160.0,25.5,1007.9,6.2,0.0,SSW,3.2
27644,27645,2016,4,25,20,68.0,175.0,6.0,26.0,500.0,151.0,21.1,1009.4,10.3,0.0,ESE,5.0
27645,27646,2016,4,25,21,76.0,179.0,7.0,31.0,600.0,134.0,18.3,1011.0,9.9,0.0,SE,4.1
27646,27647,2016,4,25,22,163.0,301.0,19.0,57.0,1500.0,95.0,17.2,1011.9,9.4,0.0,SE,4.5
27647,27648,2016,4,25,23,131.0,216.0,18.0,36.0,1100.0,118.0,16.3,1012.3,6.1,0.0,ESE,3.7
27648,27649,2016,4,26,0,94.0,158.0,15.0,28.0,900.0,109.0,15.4,1012.5,5.3,0.0,ESE,3.0
27649,27650,2016,4,26,1,79.0,153.0,17.0,30.0,1400.0,96.0,14.6,1012.6,3.7,0.0,ESE,3.0
27650,27651,2016,4,26,2,78.0,145.0,19.0,38.0,1400.0,76.0,14.9,1012.8,3.7,0.0,ESE,1.4
27651,27652,2016,4,26,3,64.0,140.0,24.0,38.0,1500.0,78.0,14.7,1012.6,3.2,0.0,ESE,2.5
27652,27653,2016,4,26,4,55.0,134.0,29.0,43.0,1800.0,54.0,14.0,1012.7,3.4,0.0,ENE,1.7
27653,27654,2016,4,26,5,60.0,118.0,34.0,43.0,1900.0,50.0,13.9,1013.1,2.8,0.0,E,1.3
27654,27655,2016,4,26,6,62.0,112.0,34.0,44.0,1800.0,51.0,14.1,1012.8,2.9,0.0,E,1.7
27655,27656,2016,4,26,7,65.0,118.0,42.0,53.0,1800.0,40.0,14.5,1013.1,3.3,0.0,E,1.1
27656,27657,2016,4,26,8,60.0,124.0,49.0,57.0,1900.0,35.0,15.3,1013.3,2.8,0.0,ESE,2.6
27657,27658,2016,4,26,9,63.0,122.0,47.0,54.0,1800.0,43.0,15.8,1013.7,2.6,0.0,ESE,3.4
27658,27659,2016,4,26,10,77.0,138.0,49.0,52.0,1800.0,50.0,16.9,1014.0,2.8,0.0,E,2.8
27659,27660,2016,4,26,11,72.0,125.0,39.0,41.0,1400.0,71.0,18.5,1013.5,2.7,0.0,ESE,2.8
27660,27661,2016,4,26,12,56.0,124.0,34.0,40.0,1400.0,89.0,19.5,1012.8,3.6,0.0,SE,2.4
27661,27662,2016,4,26,13,74.0,138.0,34.0,39.0,1400.0,110.0,20.5,1011.8,4.1,0.0,E,1.8
27662,27663,2016,4,26,14,83.0,134.0,30.0,32.0,1100.0,139.0,20.8,1011.0,4.8,0.0,ESE,3.1
27663,27664,2016,4,26,15,86.0,131.0,26.0,30.0,1000.0,147.0,21.9,1009.9,4.4,0.0,SSE,2.8
27664,27665,2016,4,26,16,72.0,103.0,15.0,28.0,700.0,150.0,21.9,1009.3,4.9,0.0,SSE,2.8
27665,27666,2016,4,26,17,66.0,113.0,13.0,26.0,700.0,161.0,21.8,1009.5,4.4,0.0,SSE,2.4
27666,27667,2016,4,26,18,76.0,112.0,13.0,29.0,800.0,166.0,21.2,1009.7,3.8,0.0,SE,2.1
27667,27668,2016,4,26,19,68.0,119.0,12.0,36.0,800.0,155.0,20.0,1010.2,2.8,0.0,SE,2.0
27668,27669,2016,4,26,20,72.0,117.0,11.0,35.0,800.0,147.0,19.1,1011.1,4.8,0.0,SSE,1.7
27669,27670,2016,4,26,21,71.0,88.0,9.0,35.0,800.0,131.0,17.8,1011.3,3.6,0.0,SE,1.6
27670,27671,2016,4,26,22,55.0,116.0,9.0,45.0,800.0,109.0,16.6,1011.5,3.6,0.0,SSE,1.8
27671,27672,2016,4,26,23,69.0,125.0,12.0,59.0,900.0,81.0,15.6,1011.7,2.4,0.0,SSW,0.6
27672,27673,2016,4,27,0,85.0,115.0,12.0,67.0,1000.0,55.0,13.8,1012.0,1.7,0.0,SSW,1.2
27673,27674,2016,4,27,1,74.0,86.0,14.0,73.0,900.0,56.0,12.9,1011.5,3.8,0.0,E,1.0
27674,27675,2016,4,27,2,82.0,105.0,11.0,57.0,900.0,77.0,12.0,1010.9,4.5,0.0,ESE,0.9
27675,27676,2016,4,27,3,84.0,95.0,10.0,45.0,900.0,83.0,12.0,1010.5,5.2,0.0,N,0.4
27676,27677,2016,4,27,4,70.0,92.0,13.0,37.0,1200.0,89.0,11.8,1010.3,6.1,0.0,NE,0.2
27677,27678,2016,4,27,5,63.0,100.0,25.0,44.0,1600.0,65.0,12.0,1010.5,6.5,0.0,NE,0.2
27678,27679,2016,4,27,6,90.0,119.0,33.0,54.0,1800.0,51.0,12.6,1010.8,6.6,0.0,E,0.5
27679,27680,2016,4,27,7,75.0,103.0,26.0,61.0,1300.0,47.0,14.0,1011.1,5.6,0.0,SW,0.5
27680,27681,2016,4,27,8,74.0,100.0,21.0,51.0,1100.0,55.0,15.5,1011.5,4.8,0.0,SSW,1.1
27681,27682,2016,4,27,9,84.0,112.0,20.0,57.0,1200.0,57.0,16.5,1011.4,5.1,0.0,WNW,1.4
27682,27683,2016,4,27,10,88.0,116.0,16.0,76.0,1400.0,46.0,15.3,1011.3,8.3,0.0,NW,2.3
27683,27684,2016,4,27,11,74.0,91.0,15.0,59.0,1200.0,79.0,15.3,1011.0,8.5,0.0,NW,2.2
27684,27685,2016,4,27,12,,,,,,,16.0,1010.5,9.0,0.0,NW,2.6
27685,27686,2016,4,27,13,76.0,79.0,11.0,33.0,900.0,137.0,16.8,1010.0,9.2,0.0,NW,2.6
27686,27687,2016,4,27,14,83.0,83.0,9.0,34.0,900.0,138.0,17.0,1009.6,8.7,0.0,NW,1.5
27687,27688,2016,4,27,15,91.0,91.0,9.0,36.0,900.0,132.0,17.6,1009.2,8.7,0.0,W,2.4
27688,27689,2016,4,27,16,89.0,107.0,8.0,45.0,1000.0,111.0,18.2,1008.8,8.7,0.0,WNW,1.5
27689,27690,2016,4,27,17,92.0,92.0,8.0,37.0,1000.0,147.0,17.2,1008.5,9.4,0.0,NE,0.9
27690,27691,2016,4,27,18,101.0,101.0,8.0,46.0,1000.0,156.0,18.2,1008.5,10.3,0.0,SW,1.2
27691,27692,2016,4,27,19,102.0,106.0,6.0,53.0,1100.0,106.0,17.8,1008.8,8.9,0.0,W,1.1
27692,27693,2016,4,27,20,103.0,112.0,5.0,59.0,1100.0,73.0,17.0,1009.0,10.1,0.0,W,1.1
27693,27694,2016,4,27,21,112.0,113.0,4.0,59.0,1100.0,55.0,16.2,1009.0,10.5,0.0,WNW,0.5
27694,27695,2016,4,27,22,117.0,117.0,3.0,74.0,1200.0,24.0,15.1,1009.1,11.3,0.0,ENE,1.2
